title,price,rating
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),"₹7,483.69",4
The Nicomachean Ethics,"₹4,713.30",1
The Name of the Wind (The Kingkiller Chronicle #1),"₹6,561.52",3
The Mirror & the Maze (The Wrath and the Dawn #1.5),"₹3,810.59",1
The Little Prince,"₹5,890.97",2
The Light of the Fireflies,"₹7,059.57",1
The Last Girl (The Dominion Trilogy #1),"₹4,702.92",2
The Iliad,"₹2,095.95",1
The Hook Up (Game On #1),"₹4,706.81",5
The Haters,"₹3,617.33",5
The Girl You Lost,"₹1,594.01",5
The Girl In The Ice (DCI Erika Foster #1),"₹2,055.74",3
The End of the Jesus Era (An Investigation #1),"₹1,867.68",1
The Edge of Reason (Bridget Jones #2),"₹2,487.65",4
The Complete Maus (Maus #1-2),"₹1,380.01",3
The Communist Manifesto,"₹1,914.37",3
The Bhagavad Gita,"₹7,456.45",3
The Bette Davis Club,"₹3,976.60",3
The Art of Not Breathing,"₹5,295.65",4
Taking Shots (Assassins #1),"₹2,448.74",2
Starlark,"₹3,350.15",3
"Skip Beat!, Vol. 01 (Skip Beat! #1)","₹5,462.96",3
Sister Sable (The Mad Queen #1),"₹1,728.90",3
Shatter Me (Shatter Me #1),"₹5,499.28",1
Shameless,"₹7,567.99",3
Shadow Rites (Jane Yellowrock #10),"₹2,817.08",4
Settling the Score (The Summer Games #1),"₹5,824.83",2
Sense and Sensibility,"₹4,858.56",1
"Saga, Volume 1 (Saga (Collected Editions) #1)","₹3,693.86",1
"Rhythm, Chord & Malykhin","₹3,675.70",2
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)","₹6,090.71",5
Paradise Lost (Paradise #1),"₹3,237.31",1
"Paper Girls, Vol. 1 (Paper Girls #1-5)","₹2,815.79",4
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)","₹3,874.14",3
Origins (Alphas 0.5),"₹3,760.00",1
One Second (Seven #7),"₹6,866.32",2
On the Road (Duluoz Legend),"₹4,197.09",3
Old Records Never Die: One Man's Quest for His Vinyl and His Past,"₹7,219.10",2
Off Sides (Off #1),"₹5,116.66",5
Of Mice and Men,"₹6,110.17",2
Myriad (Prentor #1),"₹7,619.87",4
My Perfect Mistake (Over the Top #1),"₹5,047.92",2
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)","₹5,108.88",4
Meditations,"₹3,357.93",2
Matilda,"₹3,675.70",1
Lost Among the Living,"₹3,592.69",4
Lord of the Flies,"₹3,228.23",3
Listen to Me (Fusion #1),"₹7,651.00",3
Kitchens of the Great Midwest,"₹7,418.84",5
Jane Eyre,"₹4,984.37",5
Imperfect Harmony,"₹4,505.78",4
Icing (Aces Hockey #2),"₹5,245.07",4
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)","₹5,867.63",3
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),"₹4,534.31",4
"Giant Days, Vol. 1 (Giant Days #1-4)","₹7,361.77",4
"Fruits Basket, Vol. 1 (Fruits Basket #1)","₹5,224.32",5
Frankenstein,"₹4,928.60",2
Forever Rockers (The Rocker #12),"₹3,735.36",3
Fighting Fate (Fighting #6),"₹5,089.43",3
Emma,"₹4,271.02",2
"Eat, Pray, Love","₹6,656.20",3
Deep Under (Walker Security #1),"₹6,107.57",5
Choosing Our Religion: The Spiritual Lives of America's Nones,"₹3,686.07",4
Charlie and the Chocolate Factory (Charlie Bucket #1),"₹2,963.64",3
Charity's Cross (Charles Towne Belles #4),"₹5,348.83",1
Bright Lines,"₹5,067.38",5
Bridget Jones's Diary (Bridget Jones #1),"₹3,867.65",1
Bounty (Colorado Mountain #7),"₹4,832.62",4
Blood Defense (Samantha Brinkman #1),"₹2,632.91",3
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)","₹4,494.10",5
Beyond Good and Evil,"₹5,626.39",1
Alice in Wonderland (Alice's Adventures in Wonderland #1),"₹7,202.24",1
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)","₹7,400.68",4
A Spy's Devotion (The Regency Spies of London #1),"₹2,201.01",5
1st to Die (Women's Murder Club #1),"₹7,001.21",1
"1,000 Places to See Before You Die","₹3,382.58",5
